trade_id,open_time,close_time,symbol,side,entry_price,exit_price,pnl,pnl_R,lot_or_size,commission,balance_before,balance_after,initial_risk_amount,initial_sl,initial_tp,setup_tag,session,exit_reason,mfe_R,mae_R,trade_index_in_day,day_of_week,notes
BAD_0091,2026-02-05 16:15:00,2026-02-05 17:18:00,GBPJPY,SELL,198.78288,199.32288,-56.8,-1.2,1.4,2.8,3073.3,3013.7,47.33,199.23288,197.88288,SMT_RECLAIM,NY,SL,0.89,-1.39,3,Thursday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0092,2026-02-05 16:25:00,2026-02-05 17:57:00,GBPJPY,BUY,197.31844,196.86844,-33.15,-1.0,1.0,2.0,3013.7,2978.55,33.15,196.86844,198.21844,BREAKOUT,NY,SL,0.65,-1.71,4,Thursday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0093,2026-02-05 20:00:00,2026-02-05 21:41:00,NAS100,BUY,21540.77261,21500.27261,-41.28,-0.9,1.4,2.8,2978.55,2934.47,45.87,21495.77261,21630.77261,REVERSAL,NY,SL,0.58,-1.32,5,Thursday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0094,2026-02-05 03:55:00,2026-02-05 05:53:00,XAUUSD,SELL,2349.75704,2361.75704,-45.19,-1.0,1.4,2.8,2934.47,2886.48,45.19,2361.75704,2325.75704,BREAKOUT,Asia,SL,0.92,-1.15,1,Thursday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0095,2026-02-06 02:30:00,2026-02-06 04:01:00,DJI,BUY,38966.56058,38903.56058,-40.01,-0.9,1.4,2.8,2886.48,2843.67,44.45,38896.56058,39106.56058,SMT_RECLAIM,Asia,SL,0.71,-1.15,1,Friday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0096,2026-02-06 02:34:00,2026-02-06 03:35:00,GBPJPY,SELL,198.18158,198.85658,-65.69,-1.5,1.4,2.8,2843.67,2775.18,43.79,198.63158,197.28158,REVERSAL,Asia,SL,0.53,-1.77,2,Friday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0097,2026-02-06 02:41:00,2026-02-06 04:22:00,GBPJPY,BUY,198.91648,198.37648,-51.29,-1.2,1.4,2.8,2775.18,2721.09,42.74,198.46648,199.81648,FVG_ENTRY,Asia,SL,0.65,-1.31,3,Friday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0098,2026-02-06 03:00:00,2026-02-06 04:51:00,NAS100,SELL,21464.27121,21509.27121,-41.9,-1.0,1.4,2.8,2721.09,2676.39,41.9,21509.27121,21374.27121,BREAKOUT,Asia,SL,0.81,-1.54,4,Friday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0099,2026-02-06 03:10:00,2026-02-06 03:47:00,XAUUSD,BUY,2349.4047,2337.4047,-41.22,-1.0,1.4,2.8,2676.39,2632.37,41.22,2337.4047,2373.4047,REVERSAL,Asia,SL,0.6,-1.39,5,Friday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0100,2026-02-06 03:23:00,2026-02-06 04:59:00,XAUUSD,BUY,2350.31879,2339.51879,-26.06,-0.9,1.0,2.0,2632.37,2604.31,28.96,2338.31879,2374.31879,REVERSAL,Asia,SL,0.63,-1.0,6,Friday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0101,2026-02-09 03:30:00,2026-02-09 04:49:00,DJI,SELL,39008.90481,38938.90481,40.11,1.0,1.4,2.8,2604.31,2641.62,40.11,39078.90481,38868.90481,FVG_ENTRY,Asia,MANUAL,1.69,-0.19,5,Monday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0102,2026-02-09 02:30:00,2026-02-09 03:29:00,GBPJPY,SELL,197.01094,197.68594,-61.02,-1.5,1.4,2.8,2641.62,2577.8,40.68,197.46094,196.11094,SMT_RECLAIM,Asia,SL,0.21,-1.97,1,Monday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0103,2026-02-09 02:37:00,2026-02-09 04:20:00,GBPJPY,SELL,197.84712,198.38712,-47.64,-1.2,1.4,2.8,2577.8,2527.36,39.7,198.29712,196.94712,FVG_ENTRY,Asia,SL,0.42,-1.78,2,Monday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0104,2026-02-09 02:50:00,2026-02-09 04:59:00,NAS100,SELL,21463.80685,21517.80685,-46.7,-1.2,1.4,2.8,2527.36,2477.86,38.92,21508.80685,21373.80685,REVERSAL,Asia,SL,0.3,-1.46,4,Monday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0105,2026-02-09 02:45:00,2026-02-09 04:09:00,DJI,BUY,39046.45703,38983.45703,-34.34,-0.9,1.4,2.8,2477.86,2440.72,38.16,38976.45703,39186.45703,FVG_ENTRY,Asia,SL,0.27,-1.1,3,Monday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0106,2026-02-10 02:05:00,2026-02-10 04:11:00,DJI,SELL,39046.35298,39151.35298,-56.39,-1.5,1.4,2.8,2440.72,2381.53,37.59,39116.35298,38906.35298,BREAKOUT,Asia,SL,0.82,-1.72,1,Tuesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0107,2026-02-10 02:15:00,2026-02-10 03:36:00,NAS100,BUY,21473.92566,21428.92566,-36.68,-1.0,1.4,2.8,2381.53,2342.05,36.68,21428.92566,21563.92566,BREAKOUT,Asia,SL,0.33,-1.8,2,Tuesday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0108,2026-02-10 02:28:00,2026-02-10 04:35:00,DJI,SELL,39032.97648,39095.97648,-32.46,-0.9,1.4,2.8,2342.05,2306.79,36.07,39102.97648,38892.97648,FVG_ENTRY,Asia,SL,0.48,-1.67,3,Tuesday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0109,2026-02-10 02:35:00,2026-02-10 04:14:00,GBPJPY,BUY,197.5885,197.1835,-31.97,-0.9,1.4,2.8,2306.79,2272.02,35.52,197.1385,198.4885,REVERSAL,Asia,SL,0.84,-1.67,4,Tuesday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0110,2026-02-11 08:55:00,2026-02-11 10:57:00,DJI,SELL,38996.07204,38940.07204,27.99,0.8,1.4,2.8,2272.02,2297.21,34.99,39066.07204,38856.07204,REVERSAL,London,MANUAL,1.37,-0.16,2,Wednesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0111,2026-02-11 13:05:00,2026-02-11 14:11:00,GBPJPY,SELL,197.57458,197.97958,-31.84,-0.9,1.4,2.8,2297.21,2262.57,35.38,198.02458,196.67458,FVG_ENTRY,Overlap,SL,0.8,-1.24,3,Wednesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0112,2026-02-11 13:15:00,2026-02-11 15:24:00,DJI,SELL,38969.96665,39039.96665,-34.84,-1.0,1.4,2.8,2262.57,2224.93,34.84,39039.96665,38829.96665,SMT_RECLAIM,Overlap,SL,0.9,-1.24,4,Wednesday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0113,2026-02-11 13:25:00,2026-02-11 15:09:00,NAS100,BUY,21545.79931,21478.29931,-36.7,-1.5,1.0,2.0,2224.93,2186.23,24.47,21500.79931,21635.79931,FVG_ENTRY,Overlap,SL,0.5,-1.82,5,Wednesday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0114,2026-02-11 08:15:00,2026-02-11 08:56:00,GBPJPY,BUY,198.05147,197.60147,-24.05,-1.0,1.0,2.0,2186.23,2160.18,24.05,197.60147,198.95147,SMT_RECLAIM,London,SL,0.95,-1.12,1,Wednesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0115,2026-02-12 16:30:00,2026-02-12 17:53:00,XAUUSD,BUY,2350.16202,2339.36202,-29.94,-0.9,1.4,2.8,2160.18,2127.44,33.27,2338.16202,2374.16202,BREAKOUT,NY,SL,0.69,-1.18,4,Thursday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0116,2026-02-12 16:43:00,2026-02-12 18:04:00,XAUUSD,SELL,2350.70865,2368.70865,-49.14,-1.5,1.4,2.8,2127.44,2075.5,32.76,2362.70865,2326.70865,FVG_ENTRY,NY,SL,0.34,-1.69,5,Thursday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0117,2026-02-12 16:47:00,2026-02-12 18:56:00,GBPJPY,BUY,197.2991,196.8491,-31.96,-1.0,1.4,2.8,2075.5,2040.74,31.96,196.8491,198.1991,BREAKOUT,NY,SL,0.34,-1.45,6,Thursday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0118,2026-02-12 08:55:00,2026-02-12 09:42:00,DJI,SELL,39019.05432,39082.05432,-28.29,-0.9,1.4,2.8,2040.74,2009.65,31.43,39089.05432,38879.05432,REVERSAL,London,SL,0.85,-1.33,1,Thursday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0119,2026-02-12 09:05:00,2026-02-12 10:32:00,DJI,BUY,38962.12375,38878.12375,-37.14,-1.2,1.4,2.8,2009.65,1969.71,30.95,38892.12375,39102.12375,REVERSAL,London,SL,0.97,-1.44,2,Thursday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0120,2026-02-12 09:12:00,2026-02-12 10:35:00,XAUUSD,BUY,2350.22733,2332.22733,-45.49,-1.5,1.4,2.8,1969.71,1921.42,30.33,2338.22733,2374.22733,FVG_ENTRY,London,SL,0.97,-2.21,3,Thursday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0121,2026-02-13 03:45:00,2026-02-13 05:00:00,GBPJPY,SELL,198.30603,198.75603,-29.59,-1.0,1.4,2.8,1921.42,1889.03,29.59,198.75603,197.40603,BREAKOUT,Asia,SL,0.68,-1.38,4,Friday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0122,2026-02-13 20:55:00,2026-02-13 23:03:00,GBPJPY,BUY,197.46925,197.06425,-26.18,-0.9,1.4,2.8,1889.03,1860.05,29.09,197.01925,198.36925,SMT_RECLAIM,NY,SL,0.8,-1.52,5,Friday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0123,2026-02-13 20:59:00,2026-02-13 21:47:00,NAS100,BUY,21476.24523,21521.24523,28.64,1.0,1.4,2.8,1860.05,1885.89,28.64,21431.24523,21566.24523,SMT_RECLAIM,NY,MANUAL,1.22,-0.38,6,Friday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0124,2026-02-13 02:15:00,2026-02-13 03:31:00,DJI,SELL,39036.42411,39099.42411,-26.14,-0.9,1.4,2.8,1885.89,1856.95,29.04,39106.42411,38896.42411,FVG_ENTRY,Asia,SL,0.9,-1.65,1,Friday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0125,2026-02-13 02:22:00,2026-02-13 03:41:00,GBPJPY,SELL,197.9633,198.6383,-42.9,-1.5,1.4,2.8,1856.95,1811.25,28.6,198.4133,197.0633,REVERSAL,Asia,SL,0.27,-1.82,2,Friday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0126,2026-02-13 02:26:00,2026-02-13 04:29:00,NAS100,BUY,21542.20884,21474.70884,-29.88,-1.5,1.0,2.0,1811.25,1779.37,19.92,21497.20884,21632.20884,BREAKOUT,Asia,SL,0.58,-1.61,3,Friday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0127,2026-02-16 02:00:00,2026-02-16 04:06:00,GBPJPY,BUY,198.47424,198.02424,-19.57,-1.0,1.0,2.0,1779.37,1757.8,19.57,198.02424,199.37424,FVG_ENTRY,Asia,SL,0.5,-1.28,1,Monday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0128,2026-02-16 02:10:00,2026-02-16 03:02:00,DJI,BUY,38978.95953,38915.95953,-17.41,-0.9,1.0,2.0,1757.8,1738.39,19.34,38908.95953,39118.95953,BREAKOUT,Asia,SL,0.69,-1.19,2,Monday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0129,2026-02-16 02:14:00,2026-02-16 03:05:00,NAS100,SELL,21521.51959,21575.51959,-32.12,-1.2,1.4,2.8,1738.39,1703.47,26.77,21566.51959,21431.51959,SMT_RECLAIM,Asia,SL,0.39,-1.41,3,Monday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0130,2026-02-17 03:30:00,2026-02-17 04:39:00,XAUUSD,BUY,2350.55131,2338.55131,-18.74,-1.0,1.0,2.0,1703.47,1682.73,18.74,2338.55131,2374.55131,REVERSAL,Asia,SL,0.58,-1.23,2,Tuesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0131,2026-02-17 16:00:00,2026-02-17 17:00:00,XAUUSD,BUY,2349.92167,2337.92167,-25.91,-1.0,1.4,2.8,1682.73,1654.02,25.91,2337.92167,2373.92167,BREAKOUT,NY,SL,0.62,-1.79,3,Tuesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0132,2026-02-17 03:15:00,2026-02-17 04:51:00,NAS100,SELL,21513.852,21554.352,-22.92,-0.9,1.4,2.8,1654.02,1628.3,25.47,21558.852,21423.852,BREAKOUT,Asia,SL,0.91,-1.6,1,Tuesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0133,2026-02-18 13:15:00,2026-02-18 13:55:00,NAS100,BUY,21508.1077,21535.1077,15.05,0.6,1.4,2.8,1628.3,1640.55,25.08,21463.1077,21598.1077,BREAKOUT,Overlap,MANUAL,1.25,-0.79,2,Wednesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0134,2026-02-18 02:30:00,2026-02-18 03:50:00,NAS100,BUY,21514.45749,21473.95749,-16.25,-0.9,1.0,2.0,1640.55,1622.3,18.05,21469.45749,21604.45749,BREAKOUT,Asia,SL,0.83,-1.09,1,Wednesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0135,2026-02-19 16:15:00,2026-02-19 17:22:00,XAUUSD,BUY,2350.79733,2336.39733,-29.98,-1.2,1.4,2.8,1622.3,1589.52,24.98,2338.79733,2374.79733,REVERSAL,NY,SL,0.55,-1.51,4,Thursday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0136,2026-02-19 16:22:00,2026-02-19 18:04:00,GBPJPY,BUY,197.31005,196.86005,-24.48,-1.0,1.4,2.8,1589.52,1562.24,24.48,196.86005,198.21005,FVG_ENTRY,NY,SL,0.41,-1.36,5,Thursday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0137,2026-02-19 16:35:00,2026-02-19 18:42:00,GBPJPY,SELL,197.12668,197.57668,-24.06,-1.0,1.4,2.8,1562.24,1535.38,24.06,197.57668,196.22668,SMT_RECLAIM,NY,SL,0.86,-1.23,6,Thursday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0138,2026-02-19 02:15:00,2026-02-19 03:06:00,DJI,BUY,38967.86388,38904.86388,-21.28,-0.9,1.4,2.8,1535.38,1511.3,23.64,38897.86388,39107.86388,BREAKOUT,Asia,SL,0.29,-1.13,1,Thursday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0139,2026-02-19 02:28:00,2026-02-19 04:20:00,GBPJPY,BUY,198.43569,197.89569,-27.92,-1.2,1.4,2.8,1511.3,1480.58,23.27,197.98569,199.33569,REVERSAL,Asia,SL,0.94,-1.76,2,Thursday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0140,2026-02-19 03:55:00,2026-02-19 05:48:00,NAS100,BUY,21476.58156,21422.58156,-19.55,-1.2,1.0,2.0,1480.58,1459.03,16.29,21431.58156,21566.58156,REVERSAL,Asia,SL,0.26,-1.51,3,Thursday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0141,2026-02-20 02:55:00,2026-02-20 05:05:00,NAS100,SELL,21460.55142,21505.55142,-22.47,-1.0,1.4,2.8,1459.03,1433.76,22.47,21505.55142,21370.55142,REVERSAL,Asia,SL,0.49,-1.42,2,Friday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0142,2026-02-20 02:05:00,2026-02-20 03:20:00,GBPJPY,SELL,198.10016,198.77516,-33.12,-1.5,1.4,2.8,1433.76,1397.84,22.08,198.55016,197.20016,REVERSAL,Asia,SL,0.88,-1.89,1,Friday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0143,2026-02-20 03:05:00,2026-02-20 04:37:00,GBPJPY,SELL,197.895,198.435,-18.46,-1.2,1.0,2.0,1397.84,1377.38,15.38,198.345,196.995,FVG_ENTRY,Asia,SL,0.78,-1.99,3,Friday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0144,2026-02-20 03:15:00,2026-02-20 04:02:00,NAS100,BUY,21453.77363,21399.77363,-25.45,-1.2,1.4,2.8,1377.38,1349.13,21.21,21408.77363,21543.77363,SMT_RECLAIM,Asia,SL,0.31,-1.56,4,Friday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0145,2026-02-20 03:25:00,2026-02-20 04:22:00,NAS100,SELL,21498.82764,21552.82764,-17.81,-1.2,1.0,2.0,1349.13,1329.32,14.84,21543.82764,21408.82764,REVERSAL,Asia,SL,0.76,-1.87,5,Friday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0146,2026-02-20 03:29:00,2026-02-20 04:59:00,GBPJPY,SELL,197.83304,198.37304,-24.56,-1.2,1.4,2.8,1329.32,1301.96,20.47,198.28304,196.93304,REVERSAL,Asia,SL,0.9,-1.46,6,Friday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0147,2026-02-23 02:55:00,2026-02-23 04:34:00,DJI,SELL,39019.77687,39089.77687,-20.05,-1.0,1.4,2.8,1301.96,1279.11,20.05,39089.77687,38879.77687,FVG_ENTRY,Asia,SL,0.74,-1.8,1,Monday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0148,2026-02-23 08:00:00,2026-02-23 09:48:00,NAS100,SELL,21524.5315,21506.5315,7.88,0.4,1.4,2.8,1279.11,1284.19,19.7,21569.5315,21434.5315,FVG_ENTRY,London,MANUAL,0.94,-0.49,2,Monday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0149,2026-02-23 13:05:00,2026-02-23 13:49:00,GBPJPY,BUY,197.53251,197.08251,-19.78,-1.0,1.4,2.8,1284.19,1261.61,19.78,197.08251,198.43251,FVG_ENTRY,Overlap,SL,0.75,-1.5,3,Monday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0150,2026-02-23 13:15:00,2026-02-23 14:34:00,DJI,BUY,39011.6221,39067.6221,15.54,0.8,1.4,2.8,1261.61,1274.35,19.43,38941.6221,39151.6221,FVG_ENTRY,Overlap,MANUAL,1.69,-0.14,4,Monday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0151,2026-02-24 02:15:00,2026-02-24 03:26:00,NAS100,BUY,21451.37333,21406.37333,-19.62,-1.0,1.4,2.8,1274.35,1251.93,19.62,21406.37333,21541.37333,BREAKOUT,Asia,SL,0.29,-1.42,1,Tuesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0152,2026-02-24 02:22:00,2026-02-24 03:45:00,NAS100,BUY,21508.30049,21463.30049,-19.28,-1.0,1.4,2.8,1251.93,1229.85,19.28,21463.30049,21598.30049,REVERSAL,Asia,SL,0.23,-1.22,2,Tuesday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0153,2026-02-24 08:00:00,2026-02-24 08:37:00,GBPJPY,BUY,197.58499,197.04499,-22.73,-1.2,1.4,2.8,1229.85,1204.32,18.94,197.13499,198.48499,SMT_RECLAIM,London,SL,0.51,-1.99,3,Tuesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0154,2026-02-24 20:30:00,2026-02-24 21:10:00,XAUUSD,BUY,2349.49478,2331.49478,-27.83,-1.5,1.4,2.8,1204.32,1173.69,18.55,2337.49478,2373.49478,REVERSAL,NY,SL,0.47,-1.88,4,Tuesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0155,2026-02-24 20:40:00,2026-02-24 22:35:00,DJI,BUY,38975.76794,38891.76794,-15.49,-1.2,1.0,2.0,1173.69,1156.2,12.91,38905.76794,39115.76794,FVG_ENTRY,NY,SL,1.0,-1.99,5,Tuesday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0156,2026-02-25 02:15:00,2026-02-25 03:20:00,XAUUSD,SELL,2350.1458,2362.1458,-17.81,-1.0,1.4,2.8,1156.2,1135.59,17.81,2362.1458,2326.1458,BREAKOUT,Asia,SL,0.45,-1.52,3,Wednesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0157,2026-02-25 02:22:00,2026-02-25 03:15:00,GBPJPY,SELL,198.31246,198.76246,-17.49,-1.0,1.4,2.8,1135.59,1115.3,17.49,198.76246,197.41246,BREAKOUT,Asia,SL,0.33,-1.15,4,Wednesday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0158,2026-02-25 02:05:00,2026-02-25 03:36:00,GBPJPY,SELL,198.49122,199.16622,-18.41,-1.5,1.0,2.0,1115.3,1094.89,12.27,198.94122,197.59122,BREAKOUT,Asia,SL,0.71,-2.12,1,Wednesday,behavior_risk_sample|drawdown_recovery_sizing
BAD_0159,2026-02-25 02:12:00,2026-02-25 03:16:00,NAS100,BUY,21518.73779,21473.73779,-16.86,-1.0,1.4,2.8,1094.89,1075.23,16.86,21473.73779,21608.73779,BREAKOUT,Asia,SL,0.75,-1.43,2,Wednesday,post_loss_fast_reentry|drawdown_recovery_sizing
BAD_0160,2026-02-25 02:22:00,2026-02-25 03:49:00,NAS100,BUY,21526.45389,21481.45389,-16.56,-1.0,1.4,2.8,1075.23,1055.87,16.56,21481.45389,21616.45389,REVERSAL,Asia,SL,0.42,-1.39,5,Wednesday,post_loss_fast_reentry|drawdown_recovery_sizing
