trade_id,open_time,close_time,symbol,side,entry_price,exit_price,pnl,pnl_R,lot_or_size,commission,balance_before,balance_after,initial_risk_amount,initial_sl,initial_tp,setup_tag,session,exit_reason,mfe_R,mae_R,trade_index_in_day,day_of_week,notes
AVG_0100,2026-03-12 16:20:00,2026-03-12 17:10:00,GBPJPY,BUY,197.61076,197.16076,-81.06,-1.0,1.0,2.0,8106.21,8023.15,81.06,197.16076,198.51076,FVG_ENTRY,NY,SL,0.75,-1.46,2,Thursday,average_mixed_sample
AVG_0101,2026-03-13 10:10:00,2026-03-13 11:32:00,DJI,BUY,38978.88348,38915.88348,-72.21,-0.9,1.0,2.0,8023.15,7948.94,80.23,38908.88348,39118.88348,FVG_ENTRY,London,SL,0.87,-1.43,1,Friday,average_mixed_sample
AVG_0102,2026-03-16 10:10:00,2026-03-16 11:32:00,XAUUSD,SELL,2349.83126,2364.23126,-95.39,-1.2,1.0,2.0,7948.94,7851.55,79.49,2361.83126,2325.83126,REVERSAL,London,SL,0.59,-1.36,2,Monday,average_mixed_sample
AVG_0103,2026-03-16 16:20:00,2026-03-16 17:50:00,NAS100,SELL,21501.0806,21442.5806,102.08,1.3,1.0,2.0,7851.55,7951.63,78.52,21546.0806,21411.0806,SMT_RECLAIM,NY,MANUAL,1.86,-0.99,4,Monday,average_mixed_sample
AVG_0104,2026-03-16 13:00:00,2026-03-16 13:51:00,XAUUSD,BUY,2349.59542,2365.19542,103.38,1.3,1.0,2.0,7951.63,8053.01,79.52,2337.59542,2373.59542,FVG_ENTRY,Overlap,MANUAL,2.2,-0.84,3,Monday,average_mixed_sample
AVG_0105,2026-03-16 10:00:00,2026-03-16 10:41:00,XAUUSD,SELL,2350.2323,2362.2323,-80.53,-1.0,1.0,2.0,8053.01,7970.48,80.53,2362.2323,2326.2323,SMT_RECLAIM,London,SL,0.85,-1.66,1,Monday,average_mixed_sample
AVG_0106,2026-03-17 13:10:00,2026-03-17 13:47:00,NAS100,BUY,21546.2772,21591.2772,79.7,1.0,1.0,2.0,7970.48,8048.18,79.7,21501.2772,21636.2772,BREAKOUT,Overlap,MANUAL,1.73,-0.88,2,Tuesday,average_mixed_sample
AVG_0107,2026-03-17 08:10:00,2026-03-17 08:48:00,NAS100,SELL,21507.74255,21561.74255,-96.58,-1.2,1.0,2.0,8048.18,7949.6,80.48,21552.74255,21417.74255,BREAKOUT,London,SL,0.53,-1.62,1,Tuesday,average_mixed_sample
AVG_0108,2026-03-18 03:40:00,2026-03-18 04:41:00,XAUUSD,SELL,2350.16391,2364.56391,-95.4,-1.2,1.0,2.0,7949.6,7852.2,79.5,2362.16391,2326.16391,BREAKOUT,Asia,SL,0.88,-1.37,1,Wednesday,average_mixed_sample
AVG_0109,2026-03-18 13:50:00,2026-03-18 14:37:00,DJI,SELL,38999.47149,39062.47149,-70.67,-0.9,1.0,2.0,7852.2,7779.53,78.52,39069.47149,38859.47149,SMT_RECLAIM,Overlap,SL,0.43,-1.38,2,Wednesday,average_mixed_sample
AVG_0110,2026-03-18 16:20:00,2026-03-18 16:55:00,GBPJPY,BUY,198.85887,199.44387,101.14,1.3,1.0,2.0,7779.53,7878.67,77.8,198.40887,199.75887,BREAKOUT,NY,MANUAL,1.53,-0.49,3,Wednesday,average_mixed_sample
AVG_0111,2026-03-19 19:50:00,2026-03-19 20:42:00,NAS100,SELL,21458.24205,21485.24205,-47.27,-0.6,1.0,2.0,7878.67,7829.4,78.79,21503.24205,21368.24205,REVERSAL,NY,MANUAL,0.72,-0.74,4,Thursday,average_mixed_sample
AVG_0112,2026-03-19 16:10:00,2026-03-19 16:39:00,DJI,SELL,38963.26998,38907.26998,62.63,0.8,1.0,2.0,7829.4,7890.03,78.29,39033.26998,38823.26998,SMT_RECLAIM,NY,MANUAL,1.08,-0.73,2,Thursday,average_mixed_sample
AVG_0113,2026-03-19 16:30:00,2026-03-19 17:03:00,XAUUSD,BUY,2349.6267,2356.8267,47.34,0.6,1.0,2.0,7890.03,7935.37,78.9,2337.6267,2373.6267,FVG_ENTRY,NY,MANUAL,1.4,-0.78,3,Thursday,average_mixed_sample
AVG_0114,2026-03-19 08:50:00,2026-03-19 09:54:00,NAS100,SELL,21522.2432,21486.2432,63.48,0.8,1.0,2.0,7935.37,7996.85,79.35,21567.2432,21432.2432,FVG_ENTRY,London,MANUAL,1.4,-0.72,1,Thursday,average_mixed_sample
AVG_0115,2026-03-20 03:00:00,2026-03-20 04:00:00,NAS100,SELL,21529.10767,21574.10767,-79.97,-1.0,1.0,2.0,7996.85,7914.88,79.97,21574.10767,21439.10767,SMT_RECLAIM,Asia,SL,0.72,-1.27,1,Friday,average_mixed_sample
AVG_0116,2026-03-20 16:20:00,2026-03-20 17:46:00,XAUUSD,BUY,2350.21385,2338.21385,-79.15,-1.0,1.0,2.0,7914.88,7833.73,79.15,2338.21385,2374.21385,BREAKOUT,NY,SL,0.51,-1.55,3,Friday,average_mixed_sample
AVG_0117,2026-03-20 16:10:00,2026-03-20 17:37:00,DJI,BUY,39038.87245,39164.87245,141.01,1.8,1.0,2.0,7833.73,7972.74,78.34,38968.87245,39178.87245,SMT_RECLAIM,NY,TP,1.91,-0.45,2,Friday,average_mixed_sample
